OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultCommentText,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210820.0000000000,,Aluminum,Dissolved,0.277,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210824.0000000000,,Chloride,Total,13,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210819.0000000000,,Aluminum,Total,0.753,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210809.0000000000,,Sulfate as SO4,,255.2,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210821.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208498.0000000000,,Iron,Dissolved,14.4,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208494.0000000000,,Manganese,Dissolved,3.47,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208497.0000000000,,Iron,Total,12.4,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208495.0000000000,,Manganese,Total,4.18,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208509.0000000000,,Zinc,Total,0.117,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208491.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208492.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208505.0000000000,,Sodium,Total,4.1,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208496.0000000000,*Non-detect,Fluoride,Total,,,,4500-F-C,APHA,,,,,,0.1,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208499.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208487.0000000000,,Aluminum,Total,0.371,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208500.0000000000,,Magnesium,Total,54.3,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208501.0000000000,*Non-detect,Copper,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208488.0000000000,,Aluminum,Dissolved,0.083,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208493.0000000000,*Non-detect,Chloride,Total,,,,300(A),USEPA,,,,,,5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208507.0000000000,,Sulfate as SO4,,362.4,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0803250055-1-20080325-0,Sample,3/25/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065208489.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206974.0000000000,,Iron,Dissolved,15,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206961.0000000000,,Manganese,Total,4.28,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206973.0000000000,,Iron,Total,15.1,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206962.0000000000,,Manganese,Dissolved,4.27,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206976.0000000000,,Magnesium,Total,56.7,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206979.0000000000,,Aluminum,Total,0.267,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206969.0000000000,,Chloride,Total,5.6,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206967.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206968.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206964.0000000000,,Sodium,Total,5.37,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206975.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206980.0000000000,,Aluminum,Dissolved,0.213,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206971.0000000000,*Non-detect,Copper,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206972.0000000000,,Fluoride,Total,0.118,mg/l,,4500-F-C,APHA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206966.0000000000,,Sulfate as SO4,,345,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120061-1-20080612-0,Sample,6/12/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206981.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207163.0000000000,,Iron,Total,5.57,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207167.0000000000,,Manganese,Total,2.33,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207168.0000000000,,Manganese,Dissolved,2.36,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207152.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207166.0000000000,,Magnesium,Total,39.9,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207172.0000000000,,Chloride,Total,19.9,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207161.0000000000,*Non-detect,Copper,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207164.0000000000,,Iron,Dissolved,5,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207165.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207150.0000000000,,Aluminum,Dissolved,0.042,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207171.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207149.0000000000,,Aluminum,Total,0.49,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207162.0000000000,*Non-detect,Fluoride,Total,,,,4500-F-C,APHA,,,,,,0.1,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207170.0000000000,,Sodium,Total,11,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207159.0000000000,,Sulfate as SO4,,227.6,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0806120070-7-20080612-0,Sample,6/12/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065207151.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206698.0000000000,,Iron,Total,0.52,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206684.0000000000,,Iron,Dissolved,17.6,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206702.0000000000,,Manganese,Total,1.84,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206700.0000000000,,Magnesium,Total,26,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206699.0000000000,,Lead,Total,0.0023,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206701.0000000000,,Manganese,Dissolved,4.46,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206693.0000000000,,Sodium,Total,4.54,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206683.0000000000,*Non-detect,Fluoride,Total,,,,4500-F-C,APHA,,,,,,0.2,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206679.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.00051,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206678.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.00051,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206688.0000000000,,Aluminum,Total,0.655,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206697.0000000000,,Zinc,Total,0.0669,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206682.0000000000,,Copper,Total,0.004,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206687.0000000000,*Non-detect,Aluminum,Dissolved,,,,200.8(W),USEPA,,,,,,0.202,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206680.0000000000,*Non-detect,Chloride,Total,,,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206695.0000000000,,Sulfate as SO4,,194,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250060-1-20080924-0,Sample,9/24/2008,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065206677.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206882.0000000000,,Manganese,Total,2.56,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206883.0000000000,,Manganese,Dissolved,2.6,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206872.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.00051,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206878.0000000000,,Iron,Total,7.26,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206879.0000000000,,Iron,Dissolved,6.89,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206869.0000000000,,Aluminum,Total,0.463,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206875.0000000000,,Chloride,Total,18.8,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206876.0000000000,,Copper,Total,0.0038,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206881.0000000000,,Magnesium,Total,42.6,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206885.0000000000,,Sodium,Total,9.79,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206877.0000000000,*Non-detect,Fluoride,Total,,,,4500-F-C,APHA,,,,,,0.2,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206880.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206874.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.00051,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206889.0000000000,,Zinc,Total,0.112,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206870.0000000000,*Non-detect,Aluminum,Dissolved,,,,200.8(W),USEPA,,,,,,0.202,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206887.0000000000,,Sulfate as SO4,,242,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0809250058-7-20080924-0,Sample,9/24/2008,PKNTDIS,,SAN-PKNTDIS,,,,USGS,USGS,USGS,,Unknown,STORET-100065206871.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
